section-result-title,cards-rating-score,section-result-num-ratings,section-result-details,section-result-location,section-result-info,section-result-info 2,section-result-action href,section-result-action-icon src 2,section-result-action-text 2
The Abba's Orchard School - A Maria Montessori School,5.0,(1),Montessori school,La Granja Estates,Closed today,(088) 324 0554,http://www.theabbasorchard.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Davao Central High School,4.0,(3),High school,Sta. Ana Ave,Temporarily closed,(032) 410 7277,,,
Davao Christian High School,4.7,(26),High school,V. Mapa St,Temporarily closed,(082) 222 9500,http://dchs.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Zamboanga Chong Hua High School,4.2,(9),High school,"General Vicente, Alejo Alvarez St",Temporarily closed,0915 310 5850,http://www.zchonghua.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Camarines Norte Chung Hua High School Foundation,4.4,(9),High school,1419 Zabala St,Temporarily closed,(054) 721 1500,,,
Philippine Tong Ho Institute,3.8,(4),School,71 Merchan St,Temporarily closed,(042) 710 2066,https://www.facebook.com/Philippine-Tong-Ho-Institute-127641104068503/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Saint Stephen's High School,4.5,(19),High school,1425 La Torre St,Temporarily closed,(02) 8254 8692,http://www.sshs.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
International School Manila (ISM),4.1,(71),International school,,Temporarily closed,(02) 8840 8400,http://www.ismanila.org/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Chinese International School,4.1,(17),School,Upper McKinley Rd,Temporarily closed,(02) 7798 0011,http://www.cismanila.org/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
MGC New Life Christian Academy,4.1,(31),School,Taguig,Temporarily closed,(02) 8816 4233,http://mgcnewlife.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Tiong Se Academy,4.8,(4),School,Manila,Temporarily closed,(02) 8243 1820,http://www.tiongseacademy.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Manila Patriotic School,4.0,(2),School,Manila,Temporarily closed,(02) 8733 3330,http://manilapatrioticschool.webs.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Grace Christian College 菲律賓基督教靈惠學院,4.2,(40),School,Quezon City,Temporarily closed,(02) 8366 2000,http://www.gcc.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Westminster High School,5.0,(1),High school,Manila,Temporarily closed,0999 806 5039,,,
Philippine Chen Kuang High School,4.3,(13),High school,San Juan,Temporarily closed,(02) 8535 5018,,,
The Sisters of Mary School,4.8,(39),Boarding school,Silang,Temporarily closed,(046) 865 3097,http://thesistersofmaryschools.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Xavier School,3.9,(53),Private school,San Juan,Temporarily closed,(02) 8723 0481,https://www.xs.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Saint Jude Catholic School,4.3,(33),Senior high school,Manila,Temporarily closed,(02) 8733 2325,https://sjcs.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Lorenzo Ruiz Academy,4.0,(5),Religious school,Manila,Temporarily closed,(088) 855 8800,,,
Philippine Chung Hua High School,3.3,(7),High school,Manila,Temporarily closed,(02) 8715 7117,,,
Immaculate Conception Academy-Greenhills,4.4,(19),Catholic school,San Juan,Temporarily closed,(02) 8723 7041,http://www.icagh.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
SMEAG Global School,4.4,(21),School,,Temporarily closed,0927 241 3726,http://www.smeagschool.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
International School for Culinary Arts and Hotel Management,4.9,(30),Culinary school,Quezon City,Temporarily closed,(02) 8926 8888,http://www.iscahm.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Chiang Kai Shek College | Main Campus,4.3,(38),University,Manila,Temporarily closed,(02) 8252 6161,http://www.cksc.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Divine Word Academy of Dagupan,4.4,(5),School,Dagupan,Temporarily closed,(075) 633 8257,,,
Philippine Cultural College,4.2,(14),College,Manila,Temporarily closed,(02) 8252 0501,http://www.philippineculturalcollege.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
University of the Philippines Diliman,4.6,(336),Public university,Quezon City,Temporarily closed,(02) 8981 8500,https://upd.edu.ph/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
The Northwest School,4.6,(21),School,Seattle,Closed,+1 206-682-7309,http://northwestschool.org/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Chadwick School,4.6,(26),School,Palos Verdes Peninsula,Closed,+1 310-377-1543,http://www.chadwickschool.org/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Connections Academy,3.4,(5),Public school,Columbia,Closed,+1 800-382-6010,https://www.connectionsacademy.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Talbot School of Theology,4.8,(9),Religious school,La Mirada,Temporarily closed,+1 562-903-6000,http://www.talbot.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Tri Town School Union,5.0,(1),School,Boxford,Temporarily closed,+1 978-887-0771,http://www.tritownschoolunion.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Metairie Park Country Day School,4.0,(4),Educational institution,Metairie,Closed,+1 504-837-5204,http://www.mpcds.com/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Eastridge Senior High School,3.3,(23),High school,,Temporarily closed,+1 585-339-1450,https://www.eastiron.org/Domain/9,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Andrews High School,4.3,(3),High school,Andrews,Closed,+1 843-264-3414,http://www.ahs.gcsd.k12.sc.us/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Harvard Summer School,4.5,(4),Educational institution,Cambridge,Closed,+1 617-495-4024,https://summer.harvard.edu/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Emlyon Business School,4.0,(69),College,Écully,Temporarily closed,+33 4 78 33 78 00,http://www.em-lyon.com/fr/,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
Parsons School of Design,4.2,(175),Art school,New York,Closed,+1 212-229-8900,http://www.newschool.edu/parsons,https://www.gstatic.com/images/icons/material/system_gm/1x/public_gm_blue_20dp.png,Website
