web-scraper-order,web-scraper-start-url,main,main-href,banner-src,title,contact,reviewer_name,reviewer_date,reviewr_text,reviewer_image-src,pages,pages-href
"1591021853-3775","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","STK ta Bai!","https://www.yelp.com/biz/stk-ta-bai-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/fnIaON9ixW3MyHt8avkf9w/l.jpg","STK ta Bai!","stktabay.com","[{""reviewer_name"":""Ideru C.""},{""reviewer_name"":""Eric B.""},{""reviewer_name"":""Kimi S.""},{""reviewer_name"":""Marshall H.""},{""reviewer_name"":""Chuck B.""}]","[{""reviewer_date"":""4/29/2017""},{""reviewer_date"":""3/11/2018""},{""reviewer_date"":""2/12/2016""},{""reviewer_date"":""3/23/2019""},{""reviewer_date"":""11/21/2018""}]","","","2","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=30"
"1591021048-2550","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Mang Inasal","https://www.yelp.com/biz/mang-inasal-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/YNJzc1hojhkAJK6Fii38Ew/l.jpg","Mang Inasal","manginasal.com/storelocation/p…","[{""reviewer_name"":""Ron Z.""}]","[{""reviewer_date"":""6/7/2019""}]","","","7","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=180"
"1591020807-2181","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Vibes","https://www.yelp.com/biz/vibes-cebu-city?osq=Restaurants","","Vibes","null","[{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Keisha R.""}]","[{""reviewer_date"":""4/16/2016""},{""reviewer_date"":""1/25/2017""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/ZcKVkI9dExOOzE06y2Lv0g/168s.jpg","8","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=210"
"1591021221-2788","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Yolk","https://www.yelp.com/biz/yolk-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/quyER5OT3yRPUC_1lFk3Uw/o.jpg","Yolk","+63-32-2310411","[{""reviewer_name"":""Dani S.""}]","[{""reviewer_date"":""8/15/2019""}]","","","6","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=150"
"1591021881-3843","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Domings Ngohiong","https://www.yelp.com/biz/domings-ngohiong-cebu-city-2?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/InqTtDjRyajlbuDiDrQT0g/l.jpg","Domings Ngohiong","+63-32-2557399","[{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Kimberly T.""},{""reviewer_name"":""Myles C.""},{""reviewer_name"":""Marco F.""}]","[{""reviewer_date"":""11/9/2015""},{""reviewer_date"":""Updated review""},{""reviewer_date"":""10/20/2015""},{""reviewer_date"":""Previous review""},{""reviewer_date"":""12/9/2017""},{""reviewer_date"":""8/29/2016""},{""reviewer_date"":""6/30/2017""}]","","","2","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=30"
"1591021455-3181","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Iamik’s Chicken & Beer","https://www.yelp.com/biz/iamiks-chicken-and-beer-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/norO2dr-71WgV5xs7oPKHw/l.jpg","Iamik's Chicken & Beer","+63-32-2382366","[{""reviewer_name"":""Susan D.""},{""reviewer_name"":""Craig F.""}]","[{""reviewer_date"":""9/4/2018""},{""reviewer_date"":""9/27/2017""}]","","","4","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=90"
"1591021644-3441","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Azul","https://www.yelp.com/biz/azul-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/-qpRU3pcZbT_iUlN86wCJw/l.jpg","Azul","null","[{""reviewer_name"":""Edwin R.""}]","[{""reviewer_date"":""3/16/2019""}]","","","3","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=60"
"1591021695-3541","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Hukad sa Golden Cowrie","https://www.yelp.com/biz/hukad-sa-golden-cowrie-cebu-city?osq=Restaurants","","Hukad sa Golden Cowrie","alwaysafeast.ph","[{""reviewer_name"":""Jonny M.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Robert N.""},{""reviewer_name"":""Michael H.""},{""reviewer_name"":""Totong B.""},{""reviewer_name"":""Kelsie H.""},{""reviewer_name"":""Jenny C.""},{""reviewer_name"":""Swan L.""},{""reviewer_name"":""Emma D.""},{""reviewer_name"":""Keisha R.""},{""reviewer_name"":""Liza M.""},{""reviewer_name"":""Thomas L.""},{""reviewer_name"":""Nataraki T.""}]","[{""reviewer_date"":""2/7/2019""},{""reviewer_date"":""10/27/2017""},{""reviewer_date"":""11/14/2016""},{""reviewer_date"":""3/30/2019""},{""reviewer_date"":""1/3/2019""},{""reviewer_date"":""9/1/2016""},{""reviewer_date"":""2/5/2019""},{""reviewer_date"":""10/2/2016""},{""reviewer_date"":""5/30/2015""},{""reviewer_date"":""1/24/2017""},{""reviewer_date"":""6/9/2017""},{""reviewer_date"":""8/11/2015""},{""reviewer_date"":""12/31/2017""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/X8WD4mLPNAwBBbORDyT4bQ/168s.jpg","3","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=60"
"1591020934-2384","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","10 Doves Street","https://www.yelp.com/biz/10-doves-street-mandaue-city?osq=Restaurants","","10 Doves Street","+63-32-4181010","[{""reviewer_name"":""Kristen T.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Hazel L.""},{""reviewer_name"":""ravi b.""},{""reviewer_name"":""Katrina E.""},{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Myles C.""}]","[{""reviewer_date"":""8/18/2019""},{""reviewer_date"":""9/27/2016""},{""reviewer_date"":""2/27/2019""},{""reviewer_date"":""5/12/2018""},{""reviewer_date"":""11/5/2016""},{""reviewer_date"":""12/24/2015""},{""reviewer_date"":""Updated review""},{""reviewer_date"":""11/8/2015""},{""reviewer_date"":""Previous review""},{""reviewer_date"":""2/3/2017""}]","So good! Came here as a late night treat and had their desserts and hot drinks with the fam. Although the weather is hot and sticky, the restaurant is cold that you'd rather opt for something to keep you warm while enjoying a warm chocolate cake. In fact, they make a variety of American desserts but also a mix of pinoy favorites (Ube! Pandan! Mango! Yehey!). In that instance, I saw their pandan gulaman and had to try... It blew my mind! Lots of delicious jellies in a nice creamy constancy in a small glass jar. Really nice touch there. In the states the (Asian) puddings are usually the typical mango and milk flavor, but Pinas, you got it down! My sweet tooth was fulfilled and I am wanting more!

Love the space. Very cheery and bright. Great spot to bring your girlfriends, family, or a date if you're a big sweets fan. There's plenty of tables to accommodate.

Finally, the hot matcha latte really balanced the dessert. I have no complaints here. The customer service was excellent too.

Open late!

CR available. Super clean!

Mangaon ta!","","7","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=180"
"1591020787-2154","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Blackbeard’s Seafood Island","https://www.yelp.com/biz/blackbeards-seafood-island-cebu-city?osq=Restaurants","","Blackbeard's Seafood Island","null","[{""reviewer_name"":""Dexter V.""},{""reviewer_name"":""Marc P.""}]","[{""reviewer_date"":""5/7/2016""},{""reviewer_date"":""1/31/2017""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/0pMt_mon_U1ksF-AEtObbA/168s.jpg","8","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=210"
"1591022027-4354","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","House of Lechon","https://www.yelp.com/biz/house-of-lechon-cebu-city?osq=Restaurants","","House of Lechon","+63-32-2310958","[{""reviewer_name"":""Diego R.""},{""reviewer_name"":""Winlee W.""},{""reviewer_name"":""Carissa C.""},{""reviewer_name"":""Katrina C.""},{""reviewer_name"":""Edwin R.""},{""reviewer_name"":""Keith A.""},{""reviewer_name"":""Jerry H.""},{""reviewer_name"":""Val Y.""},{""reviewer_name"":""Evee N.""},{""reviewer_name"":""Joan N.""},{""reviewer_name"":""Gloria C.""},{""reviewer_name"":""Christy S.""},{""reviewer_name"":""Lina C.""},{""reviewer_name"":""Mark H.""},{""reviewer_name"":""Jonnah M.""},{""reviewer_name"":""Derek W.""},{""reviewer_name"":""Phil S.""},{""reviewer_name"":""Paulamertha A.""},{""reviewer_name"":""Benedict A.""},{""reviewer_name"":""Lynne C.""}]","[{""reviewer_date"":""2/17/2020""},{""reviewer_date"":""12/6/2019""},{""reviewer_date"":""12/4/2019""},{""reviewer_date"":""8/31/2019""},{""reviewer_date"":""3/16/2019""},{""reviewer_date"":""4/19/2019""},{""reviewer_date"":""2/19/2019""},{""reviewer_date"":""1/1/2019""},{""reviewer_date"":""3/14/2019""},{""reviewer_date"":""9/3/2018""},{""reviewer_date"":""12/6/2018""},{""reviewer_date"":""6/26/2019""},{""reviewer_date"":""11/20/2019""},{""reviewer_date"":""12/15/2018""},{""reviewer_date"":""1/13/2019""},{""reviewer_date"":""4/27/2017""},{""reviewer_date"":""2/9/2018""},{""reviewer_date"":""2/16/2017""},{""reviewer_date"":""3/23/2018""},{""reviewer_date"":""8/2/2017""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/vMe48qYLHbVlcoycM1Y5sQ/348s.jpg","",""
"1591020852-2236","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Dimsum Break","https://www.yelp.com/biz/dimsum-break-cebu-city-2?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/HF7hmCa_Sd9A6iRenBRv-w/o.jpg","Dimsum Break","dimsumbreak.com","[{""reviewer_name"":""Toyo M.""}]","[{""reviewer_date"":""3/28/2016""}]","","","8","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=210"
"1591020711-1998","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Dolce","https://www.yelp.com/biz/dolce-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/v4YlEZuCoPMF14R2-_wt6w/l.jpg","Dolce","+63-32-5127263","[{""reviewer_name"":""Kimberly T.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Katherine O.""},{""reviewer_name"":""Mauie M.""}]","[{""reviewer_date"":""7/18/2017""},{""reviewer_date"":""5/3/2018""},{""reviewer_date"":""5/14/2018""},{""reviewer_date"":""8/2/2018""}]","","","9","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=240"
"1591020706-1996","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Ramen Sora","https://www.yelp.com/biz/ramen-sora-cebu-city?osq=Restaurants","","Ramen Sora","ramensora.com.ph","[{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Willie G.""}]","[{""reviewer_date"":""1/2/2016""},{""reviewer_date"":""8/18/2016""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/pdiDBMGcisS1on6lsGE93w/168s.jpg","9","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=240"
"1591021944-4010","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Birdseed","https://www.yelp.com/biz/birdseed-cebu-city?osq=Restaurants","","Birdseed","+63-918-9444885","[{""reviewer_name"":""John L.""},{""reviewer_name"":""Kent H.""},{""reviewer_name"":""Maya S.""},{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Alan S.""},{""reviewer_name"":""Carl V.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Rustum N.""},{""reviewer_name"":""Cha S.""},{""reviewer_name"":""ravi b.""},{""reviewer_name"":""Paula T.""},{""reviewer_name"":""Chris M.""},{""reviewer_name"":""Pablo G.""}]","[{""reviewer_date"":""12/3/2016""},{""reviewer_date"":""2/20/2020""},{""reviewer_date"":""5/25/2019""},{""reviewer_date"":""6/27/2019""},{""reviewer_date"":""7/5/2019""},{""reviewer_date"":""9/12/2018""},{""reviewer_date"":""10/27/2016""},{""reviewer_date"":""3/26/2019""},{""reviewer_date"":""1/8/2017""},{""reviewer_date"":""5/12/2018""},{""reviewer_date"":""7/14/2017""},{""reviewer_date"":""2/27/2016""},{""reviewer_date"":""12/21/2016""}]","Second time here. Came back because French toast was fantastic. Well.......the second time me and my wife got a couple of omelettes. Not impressed and the breakfast potatoes were from at least 2 days ago. Cold and hard. Also ordered fresh orange juice. I guess they didn't have enough oranges so they added water to fill the glass. . 

Unfortunately will not return a third time.","","",""
"1591022037-4405","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Zubuchon","https://www.yelp.com/biz/zubuchon-cebu-city?osq=Restaurants","","Zubuchon","zubuchon.com","[{""reviewer_name"":""M A G.""},{""reviewer_name"":""Jacques I.""},{""reviewer_name"":""Tellie N.""},{""reviewer_name"":""Kent H.""},{""reviewer_name"":""Ron Z.""},{""reviewer_name"":""Robert N.""},{""reviewer_name"":""Joey R.""},{""reviewer_name"":""Lillian C.""},{""reviewer_name"":""Linda P.""},{""reviewer_name"":""Benjamin C.""},{""reviewer_name"":""Cris T.""},{""reviewer_name"":""David L.""},{""reviewer_name"":""Kathrine P.""},{""reviewer_name"":""John A.""},{""reviewer_name"":""Barry T.""},{""reviewer_name"":""Aileen B.""},{""reviewer_name"":""Angeli Y.""},{""reviewer_name"":""Ian Maren C.""},{""reviewer_name"":""Katrina E.""},{""reviewer_name"":""Geoffrey U.""}]","[{""reviewer_date"":""4/11/2020""},{""reviewer_date"":""11/29/2018""},{""reviewer_date"":""8/31/2018""},{""reviewer_date"":""4/17/2019""},{""reviewer_date"":""11/29/2017""},{""reviewer_date"":""11/11/2016""},{""reviewer_date"":""9/8/2015""},{""reviewer_date"":""3/7/2018""},{""reviewer_date"":""12/6/2016""},{""reviewer_date"":""3/23/2016""},{""reviewer_date"":""6/1/2016""},{""reviewer_date"":""7/4/2016""},{""reviewer_date"":""11/30/2015""},{""reviewer_date"":""6/5/2017""},{""reviewer_date"":""9/25/2016""},{""reviewer_date"":""1/25/2018""},{""reviewer_date"":""7/7/2016""},{""reviewer_date"":""5/10/2016""},{""reviewer_date"":""11/5/2016""},{""reviewer_date"":""7/2/2016""}]","I came here because I wanted to sample different lechons in Cebu.

Like Joey, I've also had a lot of Cebu friends saying it's not authentic but just try it anyway. So here I ended up trying just for the experience.

The service was probably one of the best at any lechon place I've been to (I guess it's the only place which actually charges you a service charge).

The food is that they serve is definitely photogenic - being that the owner is a food blogger from Manilla, that doesn't surprise me. 

Would I return, not sure - but I do like that it's close to Mango Square, so it's a good eating place before going partying I guess. 

But despite the food being good and I also like boneless lechon - I prefer something more of a  ""local"" feel (that local cebuano people enjoy). After all, ""When in Rome, do as the Romans do""

But I do love the Kamias shake at Zubachon though.

So verdict, come here for the awesome experience, while still eating good food, and make sure you try the kamias shake.","","",""
"1591020818-2188","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Cafe Sarree","https://www.yelp.com/biz/cafe-sarree-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/uuH6Hf65NlmvoH-YLSG-vg/l.jpg","Cafe Sarree","+63-32-2545992","[{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Cha S.""}]","[{""reviewer_date"":""10/13/2017""},{""reviewer_date"":""1/11/2017""}]","","","8","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=210"
"1591020826-2202","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Cafe Racer","https://www.yelp.com/biz/cafe-racer-mandaue-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/aXXsxxvWXyTF7_oZMpBjdw/l.jpg","Cafe Racer","+63-32-5117798","[{""reviewer_name"":""Toyo M.""}]","[{""reviewer_date"":""3/23/2016""}]","","","8","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=210"
"1591021990-4182","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Delice Recipe","https://www.yelp.com/biz/delice-recipe-cebu-city?osq=Restaurants","","Delice Recipe","+63-906-4258799","[{""reviewer_name"":""Abbys A.""}]","[{""reviewer_date"":""8/6/2019""}]","My friends brought me here for my birthday dinner  and I thoroughly enjoyed it.

Food was tops; flavorful and satisfying. Servers were pleasant. A bit on the shy side but definitely not lacking in service and hospitality.  Price vs quantity is average and affordable esp. since the location and ambiance is actually quite dazzling. 

Loved the city lights and I enjoyed the cool outdoor breeze.","","",""
"1591021455-3182","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Iamik’s Chicken & Beer","https://www.yelp.com/biz/iamiks-chicken-and-beer-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/P6IGQNlGqWVU493Y6spmSA/l.jpg","Iamik's Chicken & Beer","+63-32-2382366","[{""reviewer_name"":""Susan D.""},{""reviewer_name"":""Craig F.""}]","[{""reviewer_date"":""9/4/2018""},{""reviewer_date"":""9/27/2017""}]","","","4","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=90"
"1591021981-4161","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Tim Ho Wan","https://www.yelp.com/biz/tim-ho-wan-cebu-city?osq=Restaurants","","Tim Ho Wan","+63-2-6545160","[{""reviewer_name"":""Phil S.""},{""reviewer_name"":""Marissa S.""},{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Cynthia Q.""},{""reviewer_name"":""Tracy N.""},{""reviewer_name"":""Ray J.""}]","[{""reviewer_date"":""3/2/2018""},{""reviewer_date"":""10/1/2018""},{""reviewer_date"":""3/25/2017""},{""reviewer_date"":""5/31/2018""},{""reviewer_date"":""6/19/2017""},{""reviewer_date"":""8/22/2017""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/XLcPaqYZumzmn-4wgPacaw/168s.jpg","",""
"1591021935-3991","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Maya Mexican Restaurant","https://www.yelp.com/biz/maya-mexican-restaurant-cebu-city?osq=Restaurants","","Maya Mexican Restaurant","theabacagroup.com","[{""reviewer_name"":""Susan D.""},{""reviewer_name"":""Elee J.""},{""reviewer_name"":""Bobby L.""},{""reviewer_name"":""Verne A.""},{""reviewer_name"":""Marco F.""},{""reviewer_name"":""Jay H.""},{""reviewer_name"":""Randy H.""},{""reviewer_name"":""Becky C.""},{""reviewer_name"":""john b.""},{""reviewer_name"":""Jorge B.""}]","[{""reviewer_date"":""9/3/2019""},{""reviewer_date"":""8/15/2018""},{""reviewer_date"":""1/16/2019""},{""reviewer_date"":""1/7/2019""},{""reviewer_date"":""9/30/2018""},{""reviewer_date"":""7/5/2017""},{""reviewer_date"":""11/29/2018""},{""reviewer_date"":""10/8/2017""},{""reviewer_date"":""5/29/2018""},{""reviewer_date"":""3/14/2019""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/PG_nGjl2IiLNd8k_7LMScw/168s.jpg","",""
"1591022027-4353","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","House of Lechon","https://www.yelp.com/biz/house-of-lechon-cebu-city?osq=Restaurants","","House of Lechon","+63-32-2310958","[{""reviewer_name"":""Diego R.""},{""reviewer_name"":""Winlee W.""},{""reviewer_name"":""Carissa C.""},{""reviewer_name"":""Katrina C.""},{""reviewer_name"":""Edwin R.""},{""reviewer_name"":""Keith A.""},{""reviewer_name"":""Jerry H.""},{""reviewer_name"":""Val Y.""},{""reviewer_name"":""Evee N.""},{""reviewer_name"":""Joan N.""},{""reviewer_name"":""Gloria C.""},{""reviewer_name"":""Christy S.""},{""reviewer_name"":""Lina C.""},{""reviewer_name"":""Mark H.""},{""reviewer_name"":""Jonnah M.""},{""reviewer_name"":""Derek W.""},{""reviewer_name"":""Phil S.""},{""reviewer_name"":""Paulamertha A.""},{""reviewer_name"":""Benedict A.""},{""reviewer_name"":""Lynne C.""}]","[{""reviewer_date"":""2/17/2020""},{""reviewer_date"":""12/6/2019""},{""reviewer_date"":""12/4/2019""},{""reviewer_date"":""8/31/2019""},{""reviewer_date"":""3/16/2019""},{""reviewer_date"":""4/19/2019""},{""reviewer_date"":""2/19/2019""},{""reviewer_date"":""1/1/2019""},{""reviewer_date"":""3/14/2019""},{""reviewer_date"":""9/3/2018""},{""reviewer_date"":""12/6/2018""},{""reviewer_date"":""6/26/2019""},{""reviewer_date"":""11/20/2019""},{""reviewer_date"":""12/15/2018""},{""reviewer_date"":""1/13/2019""},{""reviewer_date"":""4/27/2017""},{""reviewer_date"":""2/9/2018""},{""reviewer_date"":""2/16/2017""},{""reviewer_date"":""3/23/2018""},{""reviewer_date"":""8/2/2017""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/gHDe0CG-OurgSpc6i1akrg/168s.jpg","",""
"1591021963-4085","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Choobi Choobi","https://www.yelp.com/biz/choobi-choobi-cebu-city?osq=Restaurants","","Choobi Choobi","null","[{""reviewer_name"":""Michael C.""},{""reviewer_name"":""Semper S.""},{""reviewer_name"":""Matthew S.""},{""reviewer_name"":""Ayan D.""}]","[{""reviewer_date"":""9/27/2015""},{""reviewer_date"":""12/21/2019""},{""reviewer_date"":""10/16/2019""},{""reviewer_date"":""11/26/2018""}]","My friend who lives in Cebu brought me here for a taste of some quality seafood and I was not disappointed. We ordered the Choobi Choobi fried rice, 1.5 pounds of garlic shrimp, baked scallops and soup. As a drinkI got a lychee shake. Notably for the shrimp we asked for the backs to be opened and cleaned and the heads to be removed. Overall I loved the meal and we were both stuffed at the end of it (rather we couldn't finish it). Everything from the scallops to the shrimp and rice were excellent and I can see myself definitely coming back next time I'm in Cebu. What I particularly liked about the scallops was they were baked in cheese which helped flavour it as well.","","",""
"1591021853-3781","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","STK ta Bai!","https://www.yelp.com/biz/stk-ta-bai-cebu-city?osq=Restaurants","","STK ta Bai!","stktabay.com","[{""reviewer_name"":""Ideru C.""},{""reviewer_name"":""Eric B.""},{""reviewer_name"":""Kimi S.""},{""reviewer_name"":""Marshall H.""},{""reviewer_name"":""Chuck B.""}]","[{""reviewer_date"":""4/29/2017""},{""reviewer_date"":""3/11/2018""},{""reviewer_date"":""2/12/2016""},{""reviewer_date"":""3/23/2019""},{""reviewer_date"":""11/21/2018""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/HS9Szpeoz1sGDoqU9KIgAg/348s.jpg","2","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=30"
"1591020706-1995","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Ramen Sora","https://www.yelp.com/biz/ramen-sora-cebu-city?osq=Restaurants","","Ramen Sora","ramensora.com.ph","[{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Willie G.""}]","[{""reviewer_date"":""1/2/2016""},{""reviewer_date"":""8/18/2016""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/ZaaO6_4D9e7Y2h10DKF44A/168s.jpg","9","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=240"
"1591021322-2940","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Salinas","https://www.yelp.com/biz/salinas-cebu-city?osq=Restaurants","","Salinas","null","[{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Klara Kim S.""},{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Jenny A.""}]","[{""reviewer_date"":""10/27/2017""},{""reviewer_date"":""4/24/2017""},{""reviewer_date"":""4/16/2016""},{""reviewer_date"":""5/23/2016""}]","This resto is a new addition and owned by the same ones who own Golden Cowrie and what's best is that you can crossover your orders between the two restaurants! They are located side by side. That in itself is great!

The food was quite tasty as to be expected, and for a group of fourteen people, they were able to accommodate us easily during a Monday dinner. We ordered 3 meal bundles (2 x 1400+ and 1,200+) from Golden Cowrie and the Vegetable Sisig and Pinaupong Manok from Salinas. Surprised with the bill total because for the sumptuous feast which we consumed, we still had change for the P5,000.-

So, we made up for the great service and yummy food by leaving a 12% in gratuity. Will definitely eat here again when we visit them. 

Must try if you visit (Lahug) Cebu.","","5","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=120"
"1591021683-3519","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Red House Shabu Shabu","https://www.yelp.com/biz/red-house-shabu-shabu-cebu-city-3?osq=Restaurants","","Red House Shabu Shabu","+63-32-2663830","[{""reviewer_name"":""Colby W.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Brian J.""},{""reviewer_name"":""Thomas K.""},{""reviewer_name"":""Angela L.""},{""reviewer_name"":""Monz S.""}]","[{""reviewer_date"":""10/22/2017""},{""reviewer_date"":""4/3/2018""},{""reviewer_date"":""7/5/2015""},{""reviewer_date"":""5/24/2016""},{""reviewer_date"":""3/17/2016""},{""reviewer_date"":""6/30/2017""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/IeJvHixG45PzL9fyEQNenA/168s.jpg","3","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=60"
