web-scraper-order,web-scraper-start-url,link,link-href,name,address,contact,reviewer_name,reviewer_rate,reviews,rate,reviewer_text,open_establishment,type,dishes,cost,services,pages,pages-href
"1592234764-146","https://www.zomato.com/cebu/delivery","Cardinal Coffea","https://www.zomato.com/cebu/cardinal-coffea-capitol-site-cebu-city","Cardinal Coffea","Don Jose Avila Street, Capitol Site, Cebu City","+63328887658","[]","[]","80 Reviews","4.4","[]","Opens tomorrow at 7am","Café - Coffee","null","","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Indoor Seating""},{""services"":""Desserts and Bakes""},{""services"":""Wifi""}]","2","https://www.zomato.com/cebu/delivery?page=2"
"1592234543-119","https://www.zomato.com/cebu/delivery","Jollibee","https://www.zomato.com/cebu/jollibee-guadalupe-cebu-city","Jollibee","R. Duterte Street Corner V. Rama Avenue, Guadalupe, Cebu City","+63322385316","[]","[]","27 Reviews","3.7","[]","24 Hours (Today)","Quick Bites - Fast Food","null","","[{""services"":""Breakfast""},{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Indoor Seating""},{""services"":""Drive Thru""}]","4","https://www.zomato.com/cebu/delivery?page=4"
"1592234571-124","https://www.zomato.com/cebu/delivery","Southside Chicken Wings","https://www.zomato.com/cebu/southside-chicken-wings-lahug-cebu-city","Southside Chicken Wings","No. 8 Humabon Street, San Antonio Village, Apas, Lahug, Cebu City","+639330263132","[]","[]","49 Reviews","4.0","[{""reviewer_text"":""I've always loved this place! My go-to place everytime I crave for chicken wings.\nFood is VERY good\nPlace is clean\nBut there are two things that I believe needs to be addressed for their service to improve more..\n\n1. Comfort Room - their cr is not that clean, no water most of the time.\n2. Lavatory - for you to be able to savor your chicken wings, you'd want to eat it with your hands. Their sink is Okay but can can definitely be improved. They use pail to catch the dirty water and the water will definitely hit your leg, which is something not pleasant to a customer.""},{""reviewer_text"":""The best chicken wings in town so far though it's not unli but was soo worth the price!! Cajun and plain mojos are definitely a must try !! 👍👍""}]","Opens tomorrow at 10:30am","Quick Bites - American","null","","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Indoor Seating""}]","3","https://www.zomato.com/cebu/delivery?page=3"
"1592234326-88","https://www.zomato.com/cebu/delivery","Coffee Project","https://www.zomato.com/cebu/coffee-project-talisay-city","Coffee Project","Ground Floor, Starmall, Talisay City, Cebu","+639182648860","[{""reviewer_name"":""Nessa Librando""},{""reviewer_name"":""Monique Marie Cinches""}]","[{""reviewer_rate"":""5.0""},{""reviewer_rate"":""4.0""}]","16 Reviews","3.6","[{""reviewer_text"":""great ambience and great coffee""},{""reviewer_text"":""We decided to have Coffee to stay away from the jampacked streets. It took a while for someone to take my order because there was only one barista but he asked if I could wait a little so that's fine. At least he was mindful of the customers. We got the Grande Cafe Americano and Sweet Cold Brew. Both tasted good and the price was okay. The cafe was artsy and had a relaxing atmosphere. The comfort room was clean and had everything you need (toilet paper, hand soap, paper towels, hand dryer). Right infront of the counter, they have an area with sugar, water, milk, trash can, etc. Overall, the cafe is a good place to gather for all occasions. Planning to visit again and try their meals.""}]","Opens tomorrow at 10am","Café - Coffee","null","Cash only","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Wheelchair Accessible""},{""services"":""Indoor Seating""},{""services"":""Wifi""}]","...","https://www.zomato.com/cebu/delivery?page=6"
"1592234396-100","https://www.zomato.com/cebu/delivery","Ramen Kamekichi","https://www.zomato.com/cebu/ramen-kamekichi-kamputhaw","Ramen Kamekichi","38 Gorordo Avenue, Kamputhaw, Cebu City","+63322611018","[]","[]","19 Reviews","2.8","[{""reviewer_text"":""""},{""reviewer_text"":""The place was nice. I didn't expect it to be very spaceous inside. The gyoza is one of the better gyozas in the city. I was pleasantly surprised by the size of the okonomiyaki, since it was priced at only 150 pesos! However, we went to Ramen Kamekichi for our ramen cravings, and we were disapppointed with the ramen/tsukemen. The quality of the noodles was average at best.""}]","Opens tomorrow at 11am","Casual Dining - Japanese, Ramen","null","","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Beer""},{""services"":""Wifi""},{""services"":""Table booking recommended""},{""services"":""Indoor Seating""}]","5","https://www.zomato.com/cebu/delivery?page=5"
"1592234638-131","https://www.zomato.com/cebu/delivery","CookPub Modern Korean Bistro & Bar","https://www.zomato.com/cebu/cookpub-modern-korean-bistro-bar-ibo-lapu-lapu-city","CookPub Modern Korean Bistro & Bar","Island Central Mactan, M. L. Quezon National Highway, Ibo, Lapu-Lapu City","+63323401264","[]","[]","41 Reviews","4.3","[{""reviewer_text"":""""},{""reviewer_text"":""""}]","10am – 3am (Today)","Casual Dining - Korean","null","PHP80 for a pint of beer (approx.)","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Beer""},{""services"":""Indoor Seating""},{""services"":""Outdoor Seating""},{""services"":""Wifi""},{""services"":""Table booking recommended""}]","3","https://www.zomato.com/cebu/delivery?page=3"
"1592234788-148","https://www.zomato.com/cebu/delivery","Ding Qua Qua Dimsum House","https://www.zomato.com/cebu/ding-qua-qua-dimsum-house-lahug","Ding Qua Qua Dimsum House","Second Floor, JY Square Discovery Mall, Lahug, Cebu City","+63322310111","[]","[]","139 Reviews","4.0","[{""reviewer_text"":""The place is always full when I go but the service is great. This is a great place to eat when hungry but on a budget. The buffet spread is full of their classic dishes so you won't miss anything! There's also a lot available in the buffet so there's lots to choose from. The dessert selection is also really good. A Cebuano staple definitely!!""},{""reviewer_text"":""Ding qua qua is a great dimsum place. It is famous for its affordable buffet and really good dimsum. I liked the quail egg dimsum, and the unli steam rice. The wide selection of food makes the buffet worth it - patatim, several dimsum, noodle soup, spring roll, and other meat, buchi, etc. It is good enough. Although i do not see servers most of the time, and ambience is like a typical cheao buffet resto.""}]","Opens tomorrow at 10am","Casual Dining - Chinese","null","PHP600 for two people (approx.)","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Table booking recommended""},{""services"":""Indoor Seating""},{""services"":""Wifi""},{""services"":""Buffet""}]","2","https://www.zomato.com/cebu/delivery?page=2"
"1592234309-85","https://www.zomato.com/cebu/delivery","Winter Belle","https://www.zomato.com/cebu/winter-belle-talisay-city","Winter Belle","Ground Floor, South Town Centre, Talisay City, Cebu","+639427948529","[]","[]","19 Reviews","3.5","[{""reviewer_text"":""Their milktea blend are so good and is such quality. You'll definitely satisfy your milktea cravings in here, the service is good, the place is nice, cute and nice interior BUT their unwashed and spotted seat cushions are such a kill. Hope the management would do something about it like have em wash it regularly. No customer would want their rear to be touched on them dirty cushion. That's a good 1 whole star deducted. And your stay would be""}]","Opens tomorrow at 9am","Café - Coffee","null","Cash only","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Wifi""},{""services"":""Indoor Seating""}]","...","https://www.zomato.com/cebu/delivery?page=6"
"1592234365-95","https://www.zomato.com/cebu/delivery","Lighthouse","https://www.zomato.com/cebu/lighthouse-restaurant-kamputhaw-cebu-city","Lighthouse","General Maxilom Avenue, Kamputhaw, Cebu City","+63322332386","[{""reviewer_name"":""Franz Marie""},{""reviewer_name"":""Romer Galdo""}]","[{""reviewer_rate"":""2.0""},{""reviewer_rate"":""3.0""}]","21 Reviews","3.3","[{""reviewer_text"":""The service was slow. Despite the restaurant not being exactly full, we waited for about 30 minutes to get our dessert which only consisted of vanilla ice cream and mangoes. \n\nWhen it arrived, it looked like this? ☹️""},{""reviewer_text"":""This old fashioned restaurant offers a relaxing vibes of dining while listening to live music of local artist. Service is not so fast. Food quality is average as expected from there branding. I recommend mixed ocean soup, trust me! It's a must try. My overall experienced is rate on the following:\n\nDesign***\nAmbiance **\nCleanliness ***\nValue for Money ***\nService Delivery ***\nVariety **\nQuality of Food ***\n\nIf you stay in hotel nearby, this place is the best option. Check this out on your next food trip!""}]","Opens tomorrow at 10:30am","Casual Dining - Filipino","PHP1100 for two people (approx.) Without alcohol","","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Full Bar Available""},{""services"":""Live Music""},{""services"":""Indoor Seating""},{""services"":""Table booking recommended""},{""services"":""Wifi""},{""services"":""Outdoor Seating""}]","5","https://www.zomato.com/cebu/delivery?page=5"
"1592234703-138","https://www.zomato.com/cebu/delivery","Chowabungga","https://www.zomato.com/cebu/chowabungga-lahug-cebu-city","Chowabungga","i1, IT Park, Lahug, Cebu City","+63324169837","[]","[]","48 Reviews","4.0","[{""reviewer_text"":""My uncle used to take me here when I was younger and I would always get the Pamachow! It was just so delightful and delicious. This place will always bring me back.""},{""reviewer_text"":""""}]","5pm – 2pm (Today)","Quick Bites - Filipino, Asian","null","","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Indoor Seating""},{""services"":""Outdoor Seating""}]","3","https://www.zomato.com/cebu/delivery?page=3"
"1592234554-121","https://www.zomato.com/cebu/delivery","Bubble Bee Tea House","https://www.zomato.com/cebu/bubble-bee-tea-house-tipolo-mandaue-city","Bubble Bee Tea House","Ground Floor, TSI Building, Ouano Avenue, Tipolo, Mandaue City","+63322388053","[]","[]","35 Reviews","3.9","[]","Opens tomorrow at 12noon","Beverage Shop - Beverages","null","","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Outdoor Seating""},{""services"":""Indoor Seating""},{""services"":""Wifi""},{""services"":""Free Parking""}]","4","https://www.zomato.com/cebu/delivery?page=4"
"1592234560-122","https://www.zomato.com/cebu/delivery","Co Jordan","https://www.zomato.com/cebu/co-jordan-consolacion","Co Jordan","Laray Road, Consolacion, Cebu","+63322663139","[{""reviewer_name"":""Cristina Danielle Mercado""},{""reviewer_name"":""Victual Finder""}]","[{""reviewer_rate"":""5.0""},{""reviewer_rate"":""5.0""}]","33 Reviews","3.7","[{""reviewer_text"":""This place is one of my favorites simply because I love seafood and fresh stuff. It's always a treat to come here because of the fishing. We always order their talaba and pork belly. I love how there's always something fresh to choose from and that you can have it any way you want.""},{""reviewer_text"":""I always find myself coming here whenever I yearn anything seafood. This is just me and my S/O's go-to seafood place. I guess it's because the place is cozy, not fancy - at all! and the price and service are just right. I haven't tried eating here not loving one food I ordered. The reason why I gave this a really high rating.""}]","Opens tomorrow at 8am","Casual Dining - Seafood","PHP600 for two people (approx.) Without alcohol","","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Beer""},{""services"":""Free Parking""},{""services"":""Indoor Seating""},{""services"":""Wifi""}]","4","https://www.zomato.com/cebu/delivery?page=4"
"1592234804-150","https://www.zomato.com/cebu/delivery","Cafe Laguna","https://www.zomato.com/cebu/cafe-laguna-cebu-business-park","Cafe Laguna","Ground Floor, The Terraces, Ayala Center Cebu, Cebu Business Park, Cebu City","+63322310922","[]","[]","121 Reviews","3.7","[{""reviewer_text"":""PLACE is good. Spacious. Love the seats and the interior as well. I love the atmosphere, family crowd and I’ve seen crowd of old people catching up. \n\nFOOD was good. I love the panghimagas or dessert. My special fave is the puto bongbong and bibingka! Yummm!!!!  The buko pandan was delish as well. And lumpiang sariwa. Yayyy! They have lots of food, filipino food. \n\nSERVER was slow. This was the only problem we encountered. Our server was great don’t get me wrong. But the food was very slow. Everytime they put food in our table we finish eat and the next dish took time to be served. It was just frustrating especially when you are\nmad hungry. And it is hard to call different server when...read more""}]","Opens tomorrow at 9:30am","Casual Dining - Filipino","null","PHP1200 for two people (approx.) Without alcohol","[{""services"":""Home Delivery""},{""services"":""Beer""},{""services"":""Indoor Seating""},{""services"":""Wifi""},{""services"":""Outdoor Seating""}]","2","https://www.zomato.com/cebu/delivery?page=2"
"1592234269-79","https://www.zomato.com/cebu/delivery","Luy's Classic Teahouse","https://www.zomato.com/cebu/luys-classic-teahouse-north-reclamation-area-cebu-city","Luy's Classic Teahouse","APM Mall, North Reclamation Area, Cebu City","+63322360684","[{""reviewer_name"":""Zeats_Zettay""}]","[{""reviewer_rate"":""4.0""}]","19 Reviews","3.8","[{""reviewer_text"":""PLACE was very crowded, as in always. Whenever We dine there are lots of people dining as well. Because of their authentic Chinese food which is very delish! I love the round tables, the spinning round tables. It brings back childhood memories, because we had table like that before and we love spinning it around.\n\nFOOD was delicious! I love everything in their menu. The authenticity and the flavor. They have different sizes for different crowd from small to large. They cater big crowds and have group or set menus. They have fresh seafoods as well. And duck. Love the duck. \n\nSERVICE was good. They are quite busy always. But food arrive fast. Servers were everywhere so its easy to call them...read more""}]","Opens tomorrow at 10am","Casual Dining - Chinese","PHP1350 for two people (approx.) Without alcohol","","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Wine and Beer""},{""services"":""Free Parking""},{""services"":""Indoor Seating""},{""services"":""Outdoor Seating""},{""services"":""Wifi""},{""services"":""Table booking recommended""},{""services"":""Private Dining Area Available""}]","...","https://www.zomato.com/cebu/delivery?page=6"
"1592234536-118","https://www.zomato.com/cebu/delivery","Ned Nanay's Grill","https://www.zomato.com/cebu/ned-nanays-grill-capitol-site","Ned Nanay's Grill","Don Mariano Cui Corner Jasmin Street, Capitol Site, Cebu City","+63322541252","[{""reviewer_name"":""Lee Hcsetnahdarp""},{""reviewer_name"":""Jessa Bezaleel Burlaos""}]","[{""reviewer_rate"":""4.0""},{""reviewer_rate"":""4.0""}]","59 Reviews","4.0","[{""reviewer_text"":""""},{""reviewer_text"":""""}]","11am – 12midnight (Today)","Quick Bites - Filipino, Grill","Sisig","PHP350 for two people (approx.) Without alcohol","[{""services"":""Home Delivery""},{""services"":""Beer""},{""services"":""Indoor Seating""},{""services"":""Wifi""}]","4","https://www.zomato.com/cebu/delivery?page=4"
"1592234407-102","https://www.zomato.com/cebu/delivery","Gibb's Hot Wings","https://www.zomato.com/cebu/gibbs-hot-wings-lahug-cebu-city","Gibb's Hot Wings","Central Bloc, IT Park, Lahug, Cebu City","+639458565888","[{""reviewer_name"":""Jessil Dumaran""},{""reviewer_name"":""Krizia Lee""}]","[{""reviewer_rate"":""5.0""},{""reviewer_rate"":""5.0""}]","39 Reviews","3.9","[{""reviewer_text"":""Yummy 😋""},{""reviewer_text"":""""}]","24 Hours (Today)","Casual Dining - American","null","PHP60 for a pint of beer (approx.)","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Beer""},{""services"":""Indoor Seating""},{""services"":""Table booking recommended""}]","5","https://www.zomato.com/cebu/delivery?page=5"
"1592234401-101","https://www.zomato.com/cebu/delivery","Everything Yummy","https://www.zomato.com/cebu/everything-yummy-talamban","Everything Yummy","Piazza Elesia, Gov. M. Cuenco Avenue, Talamban, Cebu City","+63324180081","[{""reviewer_name"":""PHP700 for two people (approx.) Without alcohol""},{""reviewer_name"":""Cash only""}]","[]","26 Reviews","3.9","[]","Opens tomorrow at 10:30am","Casual Dining - Italian, Spanish, American","null","Cash only","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Beer""},{""services"":""Indoor Seating""},{""services"":""Table booking recommended""},{""services"":""Outdoor Seating""}]","5","https://www.zomato.com/cebu/delivery?page=5"
"1592234578-125","https://www.zomato.com/cebu/delivery","Muvanz Pocherohan and Seafood","https://www.zomato.com/cebu/muvanz-pocherohan-and-seafood-kamputhaw-cebu-city","Muvanz Pocherohan and Seafood","Century Plaza Commercial Complex, Juana Osmena Street, Kamputhaw, Cebu City","+63322660607","[]","[]","58 Reviews","3.9","[{""reviewer_text"":""""},{""reviewer_text"":""""}]","24 Hours (Today)","Quick Bites - Filipino","null","","[{""services"":""Breakfast""},{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Beer""},{""services"":""Indoor Seating""},{""services"":""Outdoor Seating""}]","3","https://www.zomato.com/cebu/delivery?page=3"
"1592234885-157","https://www.zomato.com/cebu/delivery","Blackbeard's Seafood Island","https://www.zomato.com/cebu/blackbeards-seafood-island-cebu-business-park-cebu-city","Blackbeard's Seafood Island","Fourth Floor, The Terraces, Ayala Center Cebu, Cebu Business Park, Cebu City","+639176254695","[]","[]","97 Reviews","3.4","[{""reviewer_text"":""Very bad customer service. Most of our orders aren’t given on time and most of it are wrong. The crew doesn’t listen and they just walk right out of you. Very bad experience. I don’t think we’ll ever come back here.""},{""reviewer_text"":""The service is slow and it took 35 minutes for the food to get served. Staff were not sincere with their apologies and just smiling while we were ranting about how slow the service was and to speed up the serving. Bangus slice included in the binalot menu was already spoiled, smelly and seems raw.  The food menu advertise was tempting and delicious but it was the opposite. Not recommended for seafood lovers""}]","Opens tomorrow at 10am","Casual Dining - Seafood, Filipino, American","null","PHP1250 for two people (approx.) Without alcohol","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Wine and Beer""},{""services"":""Indoor Seating""},{""services"":""Table booking recommended""},{""services"":""Wifi""},{""services"":""Outdoor Seating""}]","",""
"1592234754-145","https://www.zomato.com/cebu/delivery","Acacia Steakhouse","https://www.zomato.com/cebu/acacia-steakhouse-capitol-site-cebu-city","Acacia Steakhouse","Green Valley Subdivision, Acacia Street, Capitol Hills, Capitol Site, Cebu City","+639228052957","[]","[]","106 Reviews","4.6","[]","Opens tomorrow at 11:30am","Casual Dining - Steak","null","PHP1200 for two people (approx.)","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Indoor Seating""},{""services"":""Outdoor Seating""},{""services"":""Wifi""},{""services"":""Table booking recommended""}]","2","https://www.zomato.com/cebu/delivery?page=2"
"1592234738-143","https://www.zomato.com/cebu/delivery","Fung's Noodle House","https://www.zomato.com/cebu/fungs-noodle-house-lahug","Fung's Noodle House","Ground Floor, SSY Business Center, Salinas Drive, Lahug, Cebu City","+63322608565","[{""reviewer_name"":""Annie Lau""},{""reviewer_name"":""Hannah Obal""}]","[{""reviewer_rate"":""4.0""},{""reviewer_rate"":""5.0""}]","55 Reviews","4.2","[{""reviewer_text"":""I love fungs. It’s one of my go to chinese food fix. The chicken rice is a fave!""},{""reviewer_text"":""Always my favorite go to place! The xiao long bao are just great and the lumpia shanghai! My god. Noodle soup is also great. Love the beef brisket with hofan noodles. 😊 other good dishes include the hakaw, fried dumplings, the chicken feet.""}]","Opens tomorrow at 11am","Casual Dining - Chinese","null","PHP800 for two people (approx.) Without alcohol","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Beer""},{""services"":""Indoor Seating""}]","2","https://www.zomato.com/cebu/delivery?page=2"
"1592234628-130","https://www.zomato.com/cebu/delivery","Big Mao","https://www.zomato.com/cebu/big-mao-cebu-business-park-cebu-city","Big Mao","Second Floor, The Terraces, Ayala Center Cebu, Cebu Business Park, Cebu City","+63324171334","[]","[]","46 Reviews","3.5","[{""reviewer_text"":""We ordered only chicken and soup . Told to wait 20 minutes but after 30 minutes order still did not come . Waiters never bothered to advise us. To think we were the only customers that time. Dining hall also smelled of dirty mop smell\nMeaning mop was not rinsed well before using .""},{""reviewer_text"":""They have a bad customer service. I bought a simple pancit canton for take out and it took them 40mins to cook? it was not a peak hour at 5:30pm and seems that nobody really told me that it would take that long. Seems that their staff is not trained for customer service. I will never buy there again.""}]","Opens tomorrow at 10am","Casual Dining - Chinese","null","","[{""services"":""Home Delivery""},{""services"":""Beer""},{""services"":""Indoor Seating""},{""services"":""Outdoor Seating""}]","3","https://www.zomato.com/cebu/delivery?page=3"
"1592234321-87","https://www.zomato.com/cebu/delivery","Cheap Cook","https://www.zomato.com/cebu/cheap-cook-talamban","Cheap Cook","Gov. M. Cuenco Avenue, Talamban, Cebu City","+63322369326","[{""reviewer_name"":""Lara Monegro""},{""reviewer_name"":""Charisse Hizon""}]","[{""reviewer_rate"":""4.0""},{""reviewer_rate"":""4.0""}]","23 Reviews","3.8","[{""reviewer_text"":""""},{""reviewer_text"":""""}]","Opens tomorrow at 9am","Quick Bites - Filipino","null","Cash only","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Indoor Seating""}]","...","https://www.zomato.com/cebu/delivery?page=6"
"1592234898-159","https://www.zomato.com/cebu/delivery","Topokki Man","https://www.zomato.com/cebu/topokki-man-talamban","Topokki Man","Rosedale Suites, Gov. M. Cuenco Avenue, Talamban, Cebu City","+63323456701","[]","[]","271 Reviews","4.7","[]","Opens tomorrow at 11am","Quick Bites - Korean","null","Friendly Staff","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Wifi""},{""services"":""Indoor Seating""},{""services"":""Outdoor Seating""}]","",""
"1592234316-86","https://www.zomato.com/cebu/delivery","Cafe Capriccio","https://www.zomato.com/cebu/cafe-capriccio-lahug","Cafe Capriccio","Ground Floor, AMP Building, Veterans Drive, Nivel Hills, Lahug, Cebu City","+63322360031","[{""reviewer_name"":""Nealnool""},{""reviewer_name"":""Lesley Anne""}]","[{""reviewer_rate"":""4.0""},{""reviewer_rate"":""4.0""}]","9 Reviews","3.4","[{""reviewer_text"":""Went here for our 2018 Valentine’s date. Their offer was great and the price was reasonable. The Butcher’s steak was legit but the salad serving was not that generous enough. The staff and crew was great. Location is nice since it sits at the top.👍🏻""},{""reviewer_text"":""Was here last December for our Christmas party with my architecture friends. The place was 5.0! Gotta love the modern feels and yaz we tried the rooftop and its perf for some lovey dovey night with your someone special with a nice city lights view as background. But we end up celebrating at the ground floor wherein the whole place was being private for us. Since we all wanted nice and clear photos for facebook insta and zomato! Hohoho. Food is great and not so pricey but service is not that great. Maybe the service at that time was not that good because there was another party at the roof top. Overall, its a okay""}]","Opens tomorrow at 4pm","Casual Dining - Mediterranean, Asian","PHP900 for two people (approx.) Without alcohol","","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Wine and Beer""},{""services"":""Outdoor Seating""},{""services"":""Wifi""},{""services"":""Indoor Seating""}]","...","https://www.zomato.com/cebu/delivery?page=6"
"1592234673-135","https://www.zomato.com/cebu/delivery","Cebu Sumibi Yakiniku Tajimaya","https://www.zomato.com/cebu/cebu-sumibi-yakiniku-tajimaya-kasambagan","Cebu Sumibi Yakiniku Tajimaya","The Crossroads, Gov. M. Cuenco Avenue, Kasambagan, Cebu City","+63322320533","[{""reviewer_name"":""Their eat-all-you-can eats for grilling""},{""reviewer_name"":""Yakiniku, Salad""},{""reviewer_name"":""PHP1200 for two people (approx.) Without alcohol""},{""reviewer_name"":""PHP60 for a pint of beer (approx.)""},{""reviewer_name"":""Cash and Cards accepted""}]","[]","82 Reviews","4.5","[]","Opens tomorrow at 11am","Casual Dining - Japanese, Ramen","null","PHP1200 for two people (approx.) Without alcohol","[{""services"":""Home Delivery""},{""services"":""Wine and Beer""},{""services"":""Indoor Seating""},{""services"":""Table booking recommended""}]","3","https://www.zomato.com/cebu/delivery?page=3"
"1592234280-81","https://www.zomato.com/cebu/delivery","Hukad","https://www.zomato.com/cebu/hukad-talisay-city","Hukad","Ground Floor, South Town Centre, Talisay City, Cebu","+63322386945","[]","[]","19 Reviews","3.6","[]","Opens tomorrow at 9am","Casual Dining - Filipino","null","","[{""services"":""Home Delivery""},{""services"":""Takeaway Available""},{""services"":""Beer""},{""services"":""Free Parking""},{""services"":""Indoor Seating""},{""services"":""Table booking recommended""}]","...","https://www.zomato.com/cebu/delivery?page=6"
